0	386
0	905
0	898
0	206
0	78
0	921
0	302
0	550
0	362
0	561
0	147
0	926
0	676
0	118
0	264
0	422
0	357
0	954
0	794
0	778
0	985
0	581
0	712
0	593
0	598
0	610
1	545
1	541
1	22
1	543
1	258
1	535
1	165
1	32
1	416
1	257
1	185
1	452
1	654
1	200
1	519
1	20
1	283
1	859
1	186
1	181
1	300
1	523
1	867
1	373
1	1
1	273
1	208
1	156
1	765
1	409
1	265
1	657
1	681
1	62
1	873
2	491
2	52
2	967
2	876
2	684
2	333
2	973
2	961
2	844
2	91
2	815
2	2
2	694
2	29
2	487
2	450
2	999
2	226
2	953
2	46
2	562
2	831
2	482
3	706
3	744
3	108
3	277
3	378
3	965
3	547
3	3
3	555
3	766
3	285
3	495
3	214
3	728
3	24
3	408
3	839
3	228
3	697
3	155
3	410
3	291
3	711
3	484
3	655
3	562
4	335
4	846
4	498
4	204
4	114
4	634
4	4
4	112
4	768
4	703
4	262
4	640
4	704
4	879
4	720
4	15
4	889
4	723
4	478
4	334
4	27
4	320
4	269
4	711
4	540
5	512
5	821
5	184
5	959
5	124
5	66
5	685
5	855
5	267
5	14
5	955
5	251
5	42
5	730
5	869
5	700
5	177
5	352
5	221
5	271
5	558
5	57
5	187
5	595
5	731
5	208
5	548
5	370
5	206
5	612
5	520
5	661
6	484
6	733
6	797
6	916
6	6
6	126
6	53
6	729
6	541
6	506
6	246
6	990
6	504
6	809
6	783
6	11
6	705
6	611
6	107
6	148
6	590
6	448
6	837
6	585
6	358
6	511
6	901
6	352
7	722
7	251
7	773
7	420
7	7
7	34
7	111
7	743
7	930
7	228
7	148
7	445
7	759
7	442
7	327
7	971
7	556
7	937
7	651
7	175
7	430
7	559
7	211
7	348
7	861
7	875
8	337
8	733
8	776
8	546
8	82
8	456
8	100
8	30
8	419
8	78
8	655
8	708
8	336
8	356
8	407
8	666
8	477
8	328
8	555
8	350
8	788
8	60
8	724
8	224
8	227
8	751
8	535
8	357
9	627
9	772
9	451
9	497
9	817
9	939
9	992
9	70
9	159
9	168
9	55
9	589
9	418
9	113
9	631
9	9
9	807
9	571
9	914
