0	5753
0	6027
0	7504
0	7425
0	4284
0	2089
0	6690
0	8866
0	8173
0	7906
0	2281
0	1750
0	4248
0	152
0	3653
0	1323
0	4826
1	6073
1	858
1	8341
1	7069
1	5537
1	1049
1	5845
1	1
1	2272
1	7927
1	348
1	6525
1	4750
1	5742
1	8667
1	6236
1	9702
1	9084
2	9994
2	6219
2	9407
2	7261
2	7359
2	3804
2	3802
2	3679
2	3753
2	9552
2	1640
2	2887
2	8906
2	245
2	3759
2	1007
2	907
2	2856
2	1459
2	2354
2	5475
2	7327
2	340
2	8281
2	7987
2	4472
2	7083
2	1349
2	6793
2	287
3	3379
3	3333
3	8961
3	8183
3	1030
3	8613
3	9811
3	1894
3	3997
3	5609
3	3589
3	384
3	4992
3	6512
3	7162
3	9136
3	505
3	7093
3	9543
3	866
3	1889
3	2241
3	6290
4	8760
4	4906
4	4
4	5683
4	816
4	4831
4	7219
4	7224
4	4852
4	3104
4	6157
4	2988
4	177
4	6795
4	3768
4	2801
4	5751
4	2699
4	1844
4	3652
4	5080
4	8539
4	7404
4	2105
4	8530
4	8554
4	5382
4	4925
4	1289
4	1431
4	2704
4	8628
4	5217
4	9306
5	2393
5	6023
5	9367
5	1365
5	654
5	5
5	9598
5	1185
5	551
5	843
5	8844
5	7955
5	9670
5	9350
5	1038
5	6758
5	4512
5	8547
6	6254
6	896
6	2846
6	3121
6	1137
6	9428
6	4359
6	8990
6	5548
6	3162
6	9397
6	7634
6	5955
6	9961
6	8135
6	4828
6	1493
6	7296
6	6009
6	6353
7	6404
7	5632
7	8150
7	7543
7	7604
7	2161
7	1676
7	6015
7	1482
7	199
7	1192
7	8166
7	4293
7	6916
7	2545
7	8342
7	9040
7	4604
7	281
7	6920
7	9625
7	8566
7	5648
7	6679
7	1172
7	2213
8	4289
8	8371
8	4782
8	6899
8	5633
8	239
8	7812
8	6565
8	7202
8	4365
8	286
8	1717
8	1277
8	6452
8	3367
8	214
8	6933
8	8101
8	3257
8	1237
8	9080
8	5420
8	5179
9	4106
9	7255
9	378
9	1663
9	49
9	1996
9	9974
9	4745
9	4986
9	4205
9	9834
9	6371
9	5101
9	1275
9	1775
9	9340
9	6013
9	4760
9	8415
9	8214
9	9668
9	4883
9	4758
9	853
9	4064
10	9685
10	6070
10	4005
10	7234
10	6036
10	10
10	4915
10	5506
10	9763
10	2954
10	6845
10	355
10	1448
10	3324
10	6236
10	3582
10	3041
10	8600
10	3489
10	7591
10	1961
10	5000
10	8419
11	5060
11	5267
11	4617
11	8718
11	6406
11	6717
11	1426
11	1298
11	9466
11	5355
11	7950
11	5657
11	5714
11	6729
11	2322
11	3610
11	7835
11	2655
